sh_the_idolm@ster_million_live_14thlive_1	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million14th/information/
sh_the_idolm@ster_million_live_14thlive_1	live	全席指定	14000	0		https://idolmaster-official.jp/live_event/million14th/information/
sh_the_idolm@ster_million_live_14thlive_1	live	立見指定	13500	0		https://idolmaster-official.jp/live_event/million14th/ticket/
sh_the_idolm@ster_million_live_14thlive_1	live	ステージサイド席	13500	0		https://idolmaster-official.jp/live_event/million14th/ticket/
sh_the_idolm@ster_million_live_14thlive_1	stream	配信チケット (アーカイブ付き)	6500	0	当日券は全席指定14,500円/立見指定14,000円/ステージサイド席14,000円。両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million14th/streaming/
sh_the_idolm@ster_million_live_14thlive_2	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million14th/information/
sh_the_idolm@ster_million_live_14thlive_2	live	全席指定	14000	0		https://idolmaster-official.jp/live_event/million14th/information/
sh_the_idolm@ster_million_live_14thlive_2	live	立見指定	13500	0		https://idolmaster-official.jp/live_event/million14th/ticket/
sh_the_idolm@ster_million_live_14thlive_2	live	ステージサイド席	13500	0		https://idolmaster-official.jp/live_event/million14th/ticket/
sh_the_idolm@ster_million_live_14thlive_2	stream	配信チケット (アーカイブ付き)	6500	0	当日券は全席指定14,500円/立見指定14,000円/ステージサイド席14,000円。両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million14th/streaming/
sh_the_idolm@ster_million_live_13thlive_1	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million13th/information/
sh_the_idolm@ster_million_live_13thlive_1	live	全席指定	14000	0	当日券は全席指定14,500円	https://idolmaster-official.jp/live_event/million13th/ticket/
sh_the_idolm@ster_million_live_13thlive_1	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million13th/streaming/
sh_the_idolm@ster_million_live_13thlive_2	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million13th/information/
sh_the_idolm@ster_million_live_13thlive_2	live	全席指定	14000	0	当日券は全席指定14,500円	https://idolmaster-official.jp/live_event/million13th/ticket/
sh_the_idolm@ster_million_live_13thlive_2	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million13th/streaming/
sh_L_ml_11th_day1	live	全席指定	14000	0	当日券は全席指定14,500円	https://idolmaster-official.jp/live_event/million11th/ticket/
sh_L_ml_11th_day1	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million11th/stream/
sh_L_ml_11th_day2	live	全席指定	14000	0	当日券は全席指定14,500円	https://idolmaster-official.jp/live_event/million11th/ticket/
sh_L_ml_11th_day2	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million11th/stream/
sh_L1173	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1173	live	全席指定	14000	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1173	live	見切れ席	13500	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1173	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million12th/streaming/
sh_L1174	live	アリーナ前方席	20000	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1174	live	全席指定	14000	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1174	live	見切れ席	13500	0		https://idolmaster-official.jp/live_event/million12th/information/
sh_L1174	stream	配信チケット (アーカイブ付き)	6500	0	両日通し配信チケット13,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million12th/streaming/
sh_L1097	live	全席指定	6600	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2210720
sh_L1099	live	全席指定	6600	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2210720
sh_L0906	live	全席指定	6000	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2184488
sh_L0907	live	全席指定	6000	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2184488
sh_L0998	live	全席指定	9500	0	当日券は全席指定10,000円	https://idolmaster-official.jp/live_event/master_expo/ticket/live.php
sh_L0884	live	SPラウンジ席	55000	0	来場者特典・SPラウンジ専用来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0884	live	バルコニー席	15000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0884	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0884	live	着席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0884	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act4.php
sh_L0885	live	SPラウンジ席	55000	0	来場者特典・SPラウンジ専用来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0885	live	バルコニー席	15000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0885	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0885	live	着席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act4.php
sh_L0885	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act4.php
sh_L0850	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act3.php
sh_L0850	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act3.php
sh_L0851	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act3.php
sh_L0851	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act3.php
sh_L0834	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act2.php
sh_L0834	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act2.php
sh_L0835	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act2.php
sh_L0835	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act2.php
sh_L0816	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act1.php
sh_L0816	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act1.php
sh_L0817	live	全席指定	13000	0	来場者特典付き	https://idolmaster-official.jp/live_event/million10th/information/act1.php
sh_L0817	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million10th/stream/act1.php
sh_L0803	live	全席指定	13000	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0803	live	ステージサイド席	12500	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0803	live	完全見切れ席	9000	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0803	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million9th/information/
sh_L0804	live	全席指定	13000	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0804	live	ステージサイド席	12500	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0804	live	完全見切れ席	9000	0		https://idolmaster-official.jp/live_event/million9th/information/
sh_L0804	stream	配信チケット (アーカイブ付き)	6000	0	両日視聴チケット12,000円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million9th/information/
sh_L0821	live	スタンディング	5500	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2148353
sh_L0822	live	スタンディング	5500	0		https://ch.nicovideo.jp/MillionRADIO/blomaga/ar2148353
sh_L0825	live	スタンディング	7500	0	入場時別途ドリンク代500円必要	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0825	stream	視聴チケット (アーカイブ)	3900	0	全3公演共通の視聴チケット(2023/7/1・7/2の3公演をまとめて視聴可能)	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0826	live	スタンディング	7500	0	入場時別途ドリンク代500円必要	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0826	stream	視聴チケット (アーカイブ)	3900	0	全3公演共通の視聴チケット(2023/7/1・7/2の3公演をまとめて視聴可能)	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0827	live	スタンディング	7500	0	入場時別途ドリンク代500円必要	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0827	stream	視聴チケット (アーカイブ)	3900	0	全3公演共通の視聴チケット(2023/7/1・7/2の3公演をまとめて視聴可能)	https://idolmaster-official.jp/live_event/dreamingroove/
sh_L0739	live	全席指定	9800	0		https://idolmaster-official.jp/live_event/million8th/information/
sh_L0739	stream	配信チケット (アーカイブ付き)	4900	0	両日通し配信チケット9,800円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million8th/information/
sh_L0740	live	全席指定	9800	0		https://idolmaster-official.jp/live_event/million8th/information/
sh_L0740	stream	配信チケット (アーカイブ付き)	4900	0	両日通し配信チケット9,800円は通し券のため行にせず	https://idolmaster-official.jp/live_event/million8th/information/
sh_L0685	live	全席指定	9600	0		https://idolmaster-official.jp/live_event/million7th/information/
sh_L0685	live_viewing	全席指定	4500	0	国内映画館でのライブビューイング	https://idolmaster-official.jp/news/01_1594.html
sh_L0686	live	全席指定	9600	0		https://idolmaster-official.jp/live_event/million7th/information/
sh_L0686	live_viewing	全席指定	4500	0	国内映画館でのライブビューイング	https://idolmaster-official.jp/news/01_1594.html
sh_L0621	live	全席指定	9700	0		https://idolmaster.jp/event/million6th_special/ticket.php
sh_L0621	live	見切れ席	9200	0		https://idolmaster.jp/event/million6th_special/ticket.php
sh_L0622	live	全席指定	9700	0		https://idolmaster.jp/event/million6th_special/ticket.php
sh_L0622	live	見切れ席	9200	0		https://idolmaster.jp/event/million6th_special/ticket.php
sh_L0585	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0585	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0586	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0586	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0593	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0593	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0594	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0594	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0602	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0602	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0602	live	立ち見指定	8400	0	福岡公演限定の2次販売席種(機材解放にともなう追加席)	https://idolmaster.jp/event/million6th/ticket.php
sh_L0603	live	全席指定	8700	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0603	live	ステージサイド席	8200	0		https://idolmaster.jp/event/million6th/ticket.php
sh_L0603	live	立ち見指定	8400	0	福岡公演限定の2次販売席種(機材解放にともなう追加席)	https://idolmaster.jp/event/million6th/ticket.php
sh_L0488	live	全席指定	9300	0		https://idolmaster.jp/event/million5th/tickets.php
sh_L0488	live	ステージサイド席	8800	0	追加発売分	https://idolmaster.jp/event/million5th/tickets.php
sh_L0489	live	全席指定	9300	0		https://idolmaster.jp/event/million5th/tickets.php
sh_L0489	live	ステージサイド席	8800	0	追加発売分	https://idolmaster.jp/event/million5th/tickets.php
sh_L0358	live	全席指定	8800	0		https://idolmaster.jp/event/million4th/information.php
sh_L0359	live	全席指定	8800	0		https://idolmaster.jp/event/million4th/information.php
sh_L0360	live	全席指定	8800	0		https://idolmaster.jp/event/million4th/information.php
sh_L0337	live	全席指定	4900	0		https://idolmaster.jp/blog/?p=24252
sh_L0338	live	全席指定	4900	0		https://idolmaster.jp/blog/?p=24252
sh_L0292	live	全席指定	7800	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0295	live	全席指定	7800	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0302	live	全席指定	8500	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0303	live	全席指定	8500	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0304	live	全席指定	7800	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0306	live	全席指定	8500	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0307	live	全席指定	8500	0		https://idolmaster.jp/event/million3rd/information.php
sh_L0705	stream	視聴チケット (アーカイブ付き)	2000	0	無料配信パートに続く有料イベントパート(MIRAIKEN studioからの配信のみ、現地入場なし)	https://idolmaster-official.jp/news/01_2579.html
sh_L0741	stream	視聴チケット (アーカイブ付き)	2000	0	無料配信パートに続く有料イベントパート(MIRAIKEN studioからの配信のみ、現地入場なし)	https://idolmaster-official.jp/news/01_3438.html
sh_L0754	stream	視聴チケット (アーカイブ付き)	2000	0	無料配信パートに続く有料イベントパート(MIRAIKEN studioからの配信のみ、現地入場なし)	https://idolmaster-official.jp/news/01_4043.html
sh_L0790B	stream	視聴チケット (アーカイブ付き)	2000	0	無料配信パートに続く有料イベントパート(MIRAIKEN studioからの配信のみ、現地入場なし)	https://idolmaster-official.jp/news/01_4754.html
